"title";"timestamp";"Section count";"Subsection count";"Complete URL link count";"Complete URL link count per section";"Complete URL link count per length";"Relative URL link count";"Relative URL link count per section";"Relative URL link count per length";"Same page link count";"Same page link count per section";"Same page link count per length";"Mean section size";"Mean subsection size";"Largest section size";"Shortest section size";"Standard deviation of the section size";"Images count";"Images per length";"Images per section";"Images per subsection";"Phrase count";"Large phrase count";"Paragraph count";"Large paragraph count";"Largest phrase size";"Large phrase rate";"Short phrase rate";"Char Count";"Word Count";"Articles count";"Auxiliary verbs count";"Coordination conjunctions count";"Correlative conjunctions count";"Indefinite pronouns count";"Interrogative pronouns count";"Prepositions count";"Pronouns count";"Relative pronoums count";"Subordinating conjunctions count";"To be verbs count";"Sentences starting with articles";"Sentences starting with auxiliary verbs";"Sentences starting with coordination conjunctions";"Sentences starting with correlative conjunctions";"Sentences starting with indefinite pronouns";"Sentences starting with interrogative pronouns";"Sentences starting with prepositions";"Sentences starting with pronouns";"Sentences starting with relative pronoums";"Sentences starting with subordinating conjunctions";"Sentences starting with to be verbs";"ARI readability feature";"Coleman-Liau readability feature";"Flesch Reading Ease Readability Feature";"Flesch Kincaid Readability Feature";"Gunning Fog Index readability feature";"Lasbarhetsindex readability feature";"SMOG Grading readability feature"
"Hussein of Jordan";"2019-04-29T10:08:25Z";12;21;2;0.16666666666666666;2.3054223533751384e-05;570;47.5;0.006570453707119144;276;23.0;0.003181482847657691;6942.916666666667;3237.285714285714;56985;13;15987.514898469615;26;0.000299704905938768;2.1666666666666665;2.1666666666666665;590;540;585;43;589;0.3389830508474576;0.5508474576271186;86752;14270;1179;208;487;25;110;83;2042;567;194;273;294;11;0;0;0;1;0;9;19;1;6;0;13.48552937892699;11.407627890679752;32.424599432256855;14.74533274737805;14.66967087525091;36.674177188127274;122.45710527214361
"Hussein of Jordan";"2009-09-30T20:49:17Z";17;0;37;2.176470588235294;0.0019308041538381256;168;9.882352941176471;0.008766894536346083;34;2.0;0.0017742524656890885;1044.8823529411766;0;4373;13;1097.0331514107118;1;5.218389604967907e-05;0.058823529411764705;0.058823529411764705;153;122;224;11;286;0.39215686274509803;0.5359477124183006;19163;3200;219;56;107;3;29;20;424;234;47;52;53;10;0;5;0;2;0;13;30;0;4;0;11.577810089869274;10.877324999999999;46.94155433006537;11.907800245098041;12.566013071895426;31.415032679738562;59.568542494923804
"Hussein of Jordan";"2006-04-26T18:15:45Z";3;0;15;5.0;0.0023408239700374533;138;46.0;0.02153558052434457;0;0.0;0.0;2026.6666666666667;0;2944;459;1364.1870595095577;1;0.00015605493133583021;0.3333333333333333;0.3333333333333333;53;42;81;4;151;0.37735849056603776;0.5471698113207547;6408;1059;73;17;32;1;11;5;134;45;9;18;26;6;1;0;0;0;0;2;10;0;2;0;11.106515046234435;10.805807365439094;42.59834357795714;12.281583907923107;12.411716286279331;31.029290715698327;35.54228019054596
"U.S. Route 30 in Indiana";"2016-06-10T18:12:30Z";7;0;0;0.0;0.0;75;10.714285714285714;0.008517887563884156;35;5.0;0.003975014196479273;1090.5714285714287;0;5513;13;2022.8430370102749;3;0.00034071550255536625;0.42857142857142855;0.42857142857142855;71;56;105;4;177;0.3380281690140845;0.5070422535211268;8805;1453;149;14;56;1;6;3;221;37;10;35;15;17;0;0;0;0;0;20;1;0;7;0;11.111148667642468;10.54518238128011;37.41643971191223;13.124509174801045;12.287773717321134;30.719434293302832;41.118237105091836
"Hussein of Jordan";"2016-09-13T22:09:30Z";10;11;7;0.7;0.00026211338276042835;223;22.3;0.008350183479367933;70;7.0;0.0026211338276042836;2605.1;781.9090909090909;11489;13;3510.2897458756875;9;0.00033700292069197934;0.9;0.9;218;158;332;17;767;0.3211009174311927;0.6100917431192661;26706;4413;310;63;127;3;26;16;631;171;36;49;82;12;0;1;1;2;0;14;39;1;4;0;11.30379620678687;10.907579877634262;40.4572346247638;12.645310508776198;12.656504447867746;31.641261119669366;69.4304147209695
"Chachani";"2011-06-04T22:32:11Z";4;0;17;4.25;0.006434519303557911;10;2.5;0.003785011355034065;0;0.0;0.0;502.5;0;1650;30;770.7734210951145;1;0.0003785011355034065;0.25;0.25;21;19;47;1;75;0.38095238095238093;0.38095238095238093;2642;436;44;13;15;0;7;1;74;4;3;7;6;4;0;1;0;0;0;2;1;0;2;0;11.916801004805592;11.38479357798165;57.30937308868505;10.423656618610746;11.791000436871997;29.477501092179992;23.8806130178211
"Chachani";"2016-03-23T23:53:36Z";9;0;5;0.5555555555555556;0.0006611133148221605;42;4.666666666666667;0.005553351844506148;41;4.555555555555555;0.005421129181541716;781.2222222222222;0;3293;13;1104.0152600595902;1;0.0001322226629644321;0.1111111111111111;0.1111111111111111;77;62;77;1;124;0.42857142857142855;0.42857142857142855;7563;1256;111;31;41;2;14;2;186;20;5;17;32;10;0;1;0;0;0;5;7;0;2;0;9.303344155844151;10.512101910828026;50.1767255356109;10.312959715443792;10.69664984696832;26.741624617420797;38.4400902933387
"Chachani";"2017-07-15T11:38:18Z";9;0;5;0.5555555555555556;0.0006584145377929945;42;4.666666666666667;0.005530682117461154;41;4.555555555555555;0.005398999209902554;780.8888888888889;0;3292;13;1103.7189910077252;2;0.0002633658151171978;0.2222222222222222;0.2222222222222222;78;62;84;1;140;0.41025641025641024;0.44871794871794873;7594;1261;113;31;41;2;14;2;186;20;5;17;32;10;0;1;0;0;0;5;7;0;2;0;9.204848004229447;10.463449643140365;50.14145585514143;10.281851704996036;10.653819719799102;26.634549299497756;38.510561809129406
"Chachani";"2018-04-04T01:13:37Z";9;0;5;0.5555555555555556;0.0006548788474132286;42;4.666666666666667;0.00550098231827112;41;4.555555555555555;0.005370006548788474;789.2222222222222;0;3368;13;1125.3742463929252;2;0.0002619515389652914;0.2222222222222222;0.2222222222222222;78;63;85;0;145;0.41025641025641024;0.4358974358974359;7635;1270;115;31;42;2;14;2;187;21;5;17;32;11;0;1;0;0;0;5;7;0;2;0;9.217765798505951;10.420614173228344;50.21911164950538;10.299685039370079;10.70179689077327;26.754492226933174;38.63705936241092
"Hussein of Jordan";"2010-06-15T22:57:17Z";17;0;37;2.176470588235294;0.0018902625932359252;151;8.882352941176471;0.007714314907530397;40;2.3529411764705883;0.0020435271278226217;1073.1176470588234;0;4436;63;1120.0777809126105;2;0.00010217635639113109;0.11764705882352941;0.11764705882352941;160;127;229;15;279;0.3875;0.55;19574;3268;219;56;110;3;29;21;433;239;46;55;53;9;0;5;0;2;0;14;31;0;4;0;11.349479804161568;10.86418910648715;46.95888815789479;11.783644736842106;12.417246022031826;31.04311505507956;60.16642371182581
"Chachani";"2014-03-29T14:40:22Z";5;0;5;1.0;0.0019477989871445266;12;2.4;0.004674717569146864;0;0.0;0.0;393.2;0;1684;13;722.5868113936207;1;0.00038955979742890534;0.2;0.2;21;19;35;1;66;0.3333333333333333;0.38095238095238093;2567;434;44;13;15;0;7;1;76;4;3;7;6;4;0;1;0;0;0;2;1;0;2;0;11.161029185867896;10.495668202764978;55.4495775729647;10.659400921658989;11.953302611367128;29.88325652841782;23.83266665599966
"Hussein of Jordan";"2012-08-20T20:46:07Z";16;2;46;2.875;0.0020985401459854016;172;10.75;0.007846715328467153;44;2.75;0.0020072992700729928;1325.5;2384.5;5707;13;1542.2009380535771;4;0.0001824817518248175;0.25;0.25;172;130;289;16;711;0.32558139534883723;0.622093023255814;21920;3590;250;47;96;2;25;14;498;158;31;40;61;11;0;0;0;2;0;11;32;0;3;0;11.934985230290856;11.346314763231195;40.133112489473376;12.846773660685368;12.917082334650516;32.29270583662629;62.91660871578097
"Hussein of Jordan";"2015-06-22T12:35:09Z";10;10;6;0.6;0.00023503603885929175;212;21.2;0.008304606706361642;66;6.6;0.0025853964274522093;2489.1;790.2;10757;13;3286.948549440144;8;0.00031338138514572234;0.8;0.8;214;154;324;18;811;0.3130841121495327;0.6308411214953271;25528;4220;296;61;119;3;25;15;606;169;35;44;80;10;0;1;1;2;0;14;39;1;4;0;11.025490809230632;10.848151658767769;40.754271382380324;12.473829561057716;12.475528192408204;31.188820481020507;67.96152707564686
"Hussein of Jordan";"2008-07-23T21:53:24Z";12;0;29;2.4166666666666665;0.0026846880207369007;113;9.416666666666666;0.01046102573597482;19;1.5833333333333333;0.0017589335308276245;830.8333333333334;0;4823;13;1323.3515188430633;2;0.00018515089798185522;0.16666666666666666;0.16666666666666666;95;72;164;11;259;0.3368421052631579;0.5789473684210527;10802;1789;120;28;47;1;9;11;209;114;21;23;27;10;0;2;0;0;0;1;23;0;1;0;10.626957724103434;10.834108440469539;48.17114300844344;11.21870930540437;11.355996587331942;28.389991468329853;45.2965719651132
"Roderigo Lopez";"2017-06-07T19:39:24Z";6;4;0;0.0;0.0;91;15.166666666666666;0.00702648444135588;11;1.8333333333333333;0.0008493552621419196;1834.6666666666667;77.75;4476;162;1712.736134571425;4;0.000308856458960698;0.6666666666666666;0.6666666666666666;94;77;116;3;231;0.4148936170212766;0.5425531914893617;12951;2104;158;30;86;5;19;9;295;111;34;37;53;9;0;0;1;1;0;3;5;0;0;0;12.616332517595666;11.349634030418251;33.29184693795003;14.17633888843945;13.649008979856001;34.12252244964;48.86937976471886
"Roderigo Lopez";"2006-11-17T16:03:49Z";1;0;2;2.0;0.0007662835249042146;36;36.0;0.013793103448275862;0;0.0;0.0;53.0;0;53;53;0;0;0.0;0.0;0.0;22;18;14;0;102;0.4090909090909091;0.4090909090909091;2610;436;26;7;25;0;3;1;62;42;6;14;19;1;0;1;0;1;0;5;5;0;2;0;11.228884487072563;11.047683486238533;45.84890325271061;11.78771476230192;14.257547956630527;35.643869891576315;23.8806130178211
"Hussein of Jordan";"2010-02-17T17:51:59Z";17;0;37;2.176470588235294;0.0018940363450217557;151;8.882352941176471;0.007729715894548247;40;2.3529411764705883;0.002047606859482979;1070.8235294117646;0;4431;63;1116.7395194994062;2;0.00010238034297414896;0.11764705882352941;0.11764705882352941;160;127;227;15;269;0.39375;0.54375;19535;3272;221;56;110;3;29;21;435;239;48;55;54;10;0;5;0;2;0;15;31;0;4;0;11.29409841075794;10.781360024449874;47.87928911980444;11.661477995110026;12.37315403422983;30.932885085574572;60.201398584300364
"U.S. Route 30 in Indiana";"2009-09-27T04:03:32Z";4;3;0;0.0;0.0;30;7.5;0.00861573808156232;11;2.75;0.0031591039632395176;785.25;832.6666666666666;2574;89;1197.271446526086;1;0.0002871912693854107;0.25;0.25;64;29;85;5;95;0.296875;0.65625;3482;582;43;1;21;1;3;0;83;16;2;11;2;1;0;1;0;0;0;5;5;0;0;0;4.16811211340206;7.170584192439865;33.78319426546395;10.80639067869416;7.211383161512028;18.02845790378007;27.124676163629637
"Chachani";"2006-04-22T09:58:37Z";1;0;1;1.0;0.0008347245409015025;14;14.0;0.011686143572621035;0;0.0;0.0;66.0;0;66;66;0;1;0.0008347245409015025;1.0;1.0;9;7;35;0;57;0.3333333333333333;0.6666666666666666;1198;192;16;4;6;0;1;1;25;4;2;4;2;2;0;0;0;0;0;0;1;0;1;0;12.723072916666666;12.071718749999999;39.77541666666667;13.01125;14.158333333333331;35.39583333333333;16.856406460551018
"Hussein of Jordan";"2019-12-21T15:27:48Z";12;21;2;0.16666666666666666;2.2789425706472198e-05;577;48.083333333333336;0.006574749316317229;280;23.333333333333332;0.0031905195989061076;7027.666666666667;3266.6666666666665;57539;13;16141.15262490898;26;0.00029626253418413854;2.1666666666666665;2.1666666666666665;593;543;585;43;617;0.35075885328836426;0.5413153456998314;87760;14448;1197;214;495;25;110;82;2066;580;195;277;296;11;0;0;0;1;0;9;19;1;6;0;13.558094473592803;11.396189784053156;32.53286142873955;14.77440506537138;14.704171592163277;36.76042898040819;123.19983361053376
"Hussein of Jordan";"2003-12-23T23:24:56Z";0;0;0;0;0.0;59;59;0.007154984234780499;0;0;0.0;0;0;0;0;0;1;0.00012127091923356779;1;1;67;53;44;2;191;0.2835820895522388;0.4925373134328358;8246;1385;96;25;58;2;12;8;178;79;14;19;32;6;0;0;0;0;0;8;11;0;2;0;11.319777574222748;10.690758122743684;45.24014278786572;12.084647879734906;13.293927474540656;33.23481868635164;40.21558813185679
"Chachani";"2010-03-12T11:12:04Z";3;0;16;5.333333333333333;0.008676789587852495;8;2.6666666666666665;0.004338394793926247;0;0.0;0.0;131.66666666666666;0;230;67;86.55826554023211;1;0.0005422993492407809;0.3333333333333333;0.3333333333333333;13;11;41;1;60;0.23076923076923078;0.6153846153846154;1844;287;27;5;9;0;1;1;45;4;3;5;3;4;0;0;0;0;0;0;1;0;1;0;14.120308228357004;13.39641114982578;47.65201018493704;12.097351916376308;13.29069954435808;33.2267488608952;19.941074346097416
"Roderigo Lopez";"2013-04-18T22:19:50Z";2;0;3;1.5;0.000916030534351145;27;13.5;0.008244274809160306;6;3.0;0.00183206106870229;261.0;0;432;90;241.83051916579925;0;0.0;0.0;0.0;38;28;23;2;81;0.42105263157894735;0.4473684210526316;3275;537;33;11;22;0;2;3;68;38;7;10;21;3;1;0;0;1;0;3;8;0;1;0;8.467800646868568;10.549534450651773;47.08027418406354;10.203252474762326;11.388199549152212;28.470498872880526;26.173260452512935
"Chachani";"2009-04-24T23:06:20Z";3;0;16;5.333333333333333;0.008681497558328812;8;2.6666666666666665;0.004340748779164406;0;0.0;0.0;131.33333333333334;0;229;67;85.99030953155903;1;0.0005425935973955507;0.3333333333333333;0.3333333333333333;13;11;41;0;60;0.23076923076923078;0.6153846153846154;1843;287;27;5;9;0;1;1;45;4;3;5;3;4;0;0;0;0;0;0;1;0;1;0;14.120308228357004;13.39641114982578;47.65201018493704;12.097351916376308;13.29069954435808;33.2267488608952;19.941074346097416
"Roderigo Lopez";"2006-01-28T02:58:00Z";1;0;2;2.0;0.0008699434536755111;20;20.0;0.008699434536755112;0;0.0;0.0;52.0;0;52;52;0;0;0.0;0.0;0.0;21;17;11;0;117;0.47619047619047616;0.38095238095238093;2299;386;26;4;21;0;2;0;57;39;4;12;16;2;0;0;0;0;0;4;5;0;2;0;10.29550209721194;10.663316062176168;48.3472452504318;11.082198371576613;13.98450530471256;34.9612632617814;22.6468827043885
"U.S. Route 30 in Indiana";"2010-10-30T18:39:43Z";5;3;0;0.0;0.0;31;6.2;0.008671328671328672;10;2.0;0.002797202797202797;640.0;801.3333333333334;2480;27;1041.7694082665319;1;0.0002797202797202797;0.2;0.2;61;27;93;6;97;0.29508196721311475;0.6557377049180327;3575;566;42;1;20;0;3;0;77;13;2;9;2;1;0;1;0;0;0;5;5;0;0;0;5.654255923072466;8.97233215547703;18.20264351503218;13.025508312576033;9.859885303829;24.649713259572497;26.790754506740637
"Hussein of Jordan";"2018-09-28T01:16:09Z";12;21;2;0.16666666666666666;2.3635353762157436e-05;554;46.166666666666664;0.006546992992117609;271;22.583333333333332;0.0032025904347723327;6767.0;3172.0;56322;13;15806.112189449199;23;0.0002718065682648105;1.9166666666666667;1.9166666666666667;573;526;560;41;597;0.3403141361256545;0.5410122164048866;84619;13899;1145;197;482;24;99;78;1998;540;184;264;283;8;0;0;0;1;0;7;15;1;5;0;13.555787899916709;11.45503993093028;31.90185101643911;14.835661392642283;14.724561825797103;36.811404564492754;120.89402020458883
"Roderigo Lopez";"2011-06-14T14:06:13Z";2;0;6;3.0;0.002011397921555481;25;12.5;0.008380824673147838;4;2.0;0.0013409319477036541;181.0;0;221;141;56.568542494923804;0;0.0;0.0;0.0;39;26;25;1;78;0.41025641025641024;0.358974358974359;2983;485;31;8;25;0;2;1;58;34;4;10;18;3;1;0;0;1;0;3;8;0;1;0;7.920649748876553;10.638865979381443;48.56101771081151;9.575463917525777;11.07745175786413;27.693629394660324;25.02271554554524
"Hussein of Jordan";"2008-02-26T04:37:31Z";12;3;28;2.3333333333333335;0.002711339207901617;143;11.916666666666666;0.013847196668926117;17;1.4166666666666667;0.001646170233368839;808.5833333333334;377.0;4440;13;1213.2904514983086;2;0.00019366708627868693;0.16666666666666666;0.16666666666666666;87;65;172;11;214;0.367816091954023;0.5402298850574713;10327;1703;109;28;48;2;12;9;200;101;21;26;23;10;1;2;0;0;0;0;16;0;1;0;11.051689850905433;10.96;45.68516343707185;11.75006864154535;11.893302556003269;29.73325639000817;44.2674205639267
"Hussein of Jordan";"2005-07-27T14:59:51Z";1;0;8;8.0;0.0016813787305590584;80;80.0;0.016813787305590584;0;0.0;0.0;289.0;0;289;289;0;1;0.0002101723413198823;1.0;1.0;44;32;63;2;133;0.4090909090909091;0.5;4758;801;50;12;23;1;8;4;96;36;4;14;19;5;1;0;0;0;0;2;9;0;0;0;9.662272727272725;9.968464419475655;48.83603804902964;10.970197196685962;11.027136533878107;27.567841334695267;31.30194339616981
"Roderigo Lopez";"2008-12-10T23:34:09Z";2;0;5;2.5;0.0016260162601626016;27;13.5;0.00878048780487805;4;2.0;0.0013008130081300813;171.5;0;221;122;70.0035713374682;0;0.0;0.0;0.0;39;27;23;2;78;0.4358974358974359;0.41025641025641024;3075;495;31;7;26;0;2;2;57;35;6;11;18;3;1;0;0;1;0;4;6;0;2;0;8.333426573426571;11.041575757575757;46.45776223776227;9.932525252525252;11.622377622377622;29.055944055944053;25.24859546128699
"Hussein of Jordan";"2005-12-25T04:00:39Z";3;0;10;3.3333333333333335;0.0019451468585878235;132;44.0;0.02567593853335927;0;0.0;0.0;1604.6666666666667;0;2240;349;1087.4650952252828;1;0.00019451468585878233;0.3333333333333333;0.3333333333333333;45;33;73;5;164;0.4666666666666667;0.5333333333333333;5141;855;57;12;24;1;8;5;102;38;7;15;17;5;1;0;0;0;0;1;10;0;1;0;10.340947368421052;10.38663157894737;44.571052631578965;11.762690058479535;11.6233918128655;29.058479532163744;32.24038303442689
"Hussein of Jordan";"2018-04-26T11:46:00Z";12;21;2;0.16666666666666666;2.3714102776921434e-05;549;45.75;0.006509521212264934;267;22.25;0.0031658327207190117;6735.5;3153.809523809524;56339;13;15812.575556413089;23;0.0002727121819345965;1.9166666666666667;1.9166666666666667;570;524;556;40;601;0.34210526315789475;0.5385964912280702;84338;13852;1136;196;481;22;98;80;1986;546;187;265;282;7;0;0;0;1;1;6;16;2;5;0;13.577369396274399;11.456033063817497;31.913940204973926;14.84520658996611;14.727920928512447;36.81980232128112;120.69451983843598
"Hussein of Jordan";"2004-01-01T02:25:10Z";0;0;0;0;0.0;59;59;0.007141992494855344;0;0;0.0;0;0;0;0;0;1;0.0001210507202517855;1;1;67;53;56;2;191;0.2835820895522388;0.4925373134328358;8261;1386;96;25;58;2;12;8;178;79;14;20;32;6;0;0;0;0;0;8;11;0;2;0;11.300880984686955;10.658939393939395;45.38748497770888;12.06780448407314;13.296271887316664;33.24067971829166;40.22902093797257
"Fair dealing in United Kingdom law";"2011-12-17T08:34:54Z";5;3;0;0.0;0.0;24;4.8;0.0016606698034874066;40;8.0;0.0027677830058123443;2464.6;2371.3333333333335;11092;13;4840.986190849959;0;0.0;0.0;0.0;74;73;54;1;281;0.36486486486486486;0.44594594594594594;14452;2423;253;114;134;18;37;22;277;103;74;99;73;9;0;1;0;0;1;2;7;1;14;0;17.589946012872133;11.510400330169212;33.066146696634775;16.781598253226402;18.36349622424736;45.9087405606184;52.22397789695587
"Roderigo Lopez";"2009-06-16T20:50:18Z";2;0;5;2.5;0.0016355904481517827;27;13.5;0.008832188420019628;4;2.0;0.0013084723585214263;171.5;0;221;122;70.0035713374682;0;0.0;0.0;0.0;39;27;23;2;78;0.4358974358974359;0.41025641025641024;3057;493;31;7;26;0;2;2;57;35;6;11;18;3;1;0;0;1;0;4;6;0;2;0;8.268991522338379;10.983772819472616;47.112675404379274;9.82843813387424;11.547282467363605;28.86820616840901;25.20360331117452
"Chachani";"2011-01-30T09:44:53Z";4;0;16;4.0;0.005967922417008579;10;2.5;0.003729951510630362;0;0.0;0.0;499.5;0;1650;30;772.1059944506756;1;0.0003729951510630362;0.25;0.25;21;19;49;1;75;0.2857142857142857;0.47619047619047616;2681;441;44;13;15;0;7;1;74;4;3;7;6;4;0;1;0;0;0;2;1;0;2;0;12.01054421768707;11.369410430839;54.111836734693895;10.928798185941044;11.846712018140591;29.616780045351476;24.0
"Roderigo Lopez";"2012-02-18T09:34:59Z";2;0;8;4.0;0.002379535990481856;26;13.0;0.007733491969066032;6;3.0;0.001784651992861392;303.0;0;432;174;182.43354954612926;0;0.0;0.0;0.0;39;28;27;2;90;0.46153846153846156;0.4358974358974359;3362;552;32;10;24;0;2;1;71;41;5;10;21;3;1;0;0;1;0;3;9;0;1;0;8.532846989966554;10.620018115942027;48.710150501672246;9.98144927536232;11.31371237458194;28.28428093645485;26.49468024894146
