"pageid","title","access","revision.revid","revision.parentid","revision.user","revision.timestamp","revision.comment","revision.anon","category","raw_category"
32796399,"Fair dealing in United Kingdom law","2019-02-01T00:00:00Z",829292708,747213566,"Tom Morris","2018-03-07T19:24:33Z","/* Parody, caricature and pastiche */ adding brief section on enforcement/procedure","","",""
32796399,"Fair dealing in United Kingdom law","2019-01-01T00:00:00Z",829292708,747213566,"Tom Morris","2018-03-07T19:24:33Z","/* Parody, caricature and pastiche */ adding brief section on enforcement/procedure","","",""
32796399,"Fair dealing in United Kingdom law","2018-12-01T00:00:00Z",829292708,747213566,"Tom Morris","2018-03-07T19:24:33Z","/* Parody, caricature and pastiche */ adding brief section on enforcement/procedure","","",""
32796399,"Fair dealing in United Kingdom law","2018-11-01T00:00:00Z",829292708,747213566,"Tom Morris","2018-03-07T19:24:33Z","/* Parody, caricature and pastiche */ adding brief section on enforcement/procedure","","",""
32796399,"Fair dealing in United Kingdom law","2018-10-01T00:00:00Z",829292708,747213566,"Tom Morris","2018-03-07T19:24:33Z","/* Parody, caricature and pastiche */ adding brief section on enforcement/procedure","","",""
32796399,"Fair dealing in United Kingdom law","2018-09-01T00:00:00Z",829292708,747213566,"Tom Morris","2018-03-07T19:24:33Z","/* Parody, caricature and pastiche */ adding brief section on enforcement/procedure","","",""
32796399,"Fair dealing in United Kingdom law","2018-08-01T00:00:00Z",829292708,747213566,"Tom Morris","2018-03-07T19:24:33Z","/* Parody, caricature and pastiche */ adding brief section on enforcement/procedure","","",""
32796399,"Fair dealing in United Kingdom law","2018-07-01T00:00:00Z",829292708,747213566,"Tom Morris","2018-03-07T19:24:33Z","/* Parody, caricature and pastiche */ adding brief section on enforcement/procedure","","",""
32796399,"Fair dealing in United Kingdom law","2018-06-01T00:00:00Z",829292708,747213566,"Tom Morris","2018-03-07T19:24:33Z","/* Parody, caricature and pastiche */ adding brief section on enforcement/procedure","","",""
32796399,"Fair dealing in United Kingdom law","2018-05-01T00:00:00Z",829292708,747213566,"Tom Morris","2018-03-07T19:24:33Z","/* Parody, caricature and pastiche */ adding brief section on enforcement/procedure","","",""
32796399,"Fair dealing in United Kingdom law","2018-04-01T00:00:00Z",829292708,747213566,"Tom Morris","2018-03-07T19:24:33Z","/* Parody, caricature and pastiche */ adding brief section on enforcement/procedure","","",""
32796399,"Fair dealing in United Kingdom law","2018-03-01T00:00:00Z",747213566,747213459,"GhostOfNoMeme","2016-11-01T02:45:42Z","/* Quotation */","","GA","[('class=GA}', '', 'GA', '')]"
32796399,"Fair dealing in United Kingdom law","2018-02-01T00:00:00Z",747213566,747213459,"GhostOfNoMeme","2016-11-01T02:45:42Z","/* Quotation */","","",""
32796399,"Fair dealing in United Kingdom law","2018-01-01T00:00:00Z",747213566,747213459,"GhostOfNoMeme","2016-11-01T02:45:42Z","/* Quotation */","","",""
32796399,"Fair dealing in United Kingdom law","2017-12-01T00:00:00Z",747213566,747213459,"GhostOfNoMeme","2016-11-01T02:45:42Z","/* Quotation */","","",""
32796399,"Fair dealing in United Kingdom law","2017-11-01T00:00:00Z",747213566,747213459,"GhostOfNoMeme","2016-11-01T02:45:42Z","/* Quotation */","","",""
32796399,"Fair dealing in United Kingdom law","2017-10-01T00:00:00Z",747213566,747213459,"GhostOfNoMeme","2016-11-01T02:45:42Z","/* Quotation */","","",""
32796399,"Fair dealing in United Kingdom law","2017-09-01T00:00:00Z",747213566,747213459,"GhostOfNoMeme","2016-11-01T02:45:42Z","/* Quotation */","","",""
32796399,"Fair dealing in United Kingdom law","2017-08-01T00:00:00Z",747213566,747213459,"GhostOfNoMeme","2016-11-01T02:45:42Z","/* Quotation */","","",""
32796399,"Fair dealing in United Kingdom law","2017-07-01T00:00:00Z",747213566,747213459,"GhostOfNoMeme","2016-11-01T02:45:42Z","/* Quotation */","","",""
32796399,"Fair dealing in United Kingdom law","2017-06-01T00:00:00Z",747213566,747213459,"GhostOfNoMeme","2016-11-01T02:45:42Z","/* Quotation */","","",""
32796399,"Fair dealing in United Kingdom law","2017-05-01T00:00:00Z",747213566,747213459,"GhostOfNoMeme","2016-11-01T02:45:42Z","/* Quotation */","","",""
32796399,"Fair dealing in United Kingdom law","2017-04-01T00:00:00Z",747213566,747213459,"GhostOfNoMeme","2016-11-01T02:45:42Z","/* Quotation */","","",""
32796399,"Fair dealing in United Kingdom law","2017-03-01T00:00:00Z",747213566,747213459,"GhostOfNoMeme","2016-11-01T02:45:42Z","/* Quotation */","","",""
32796399,"Fair dealing in United Kingdom law","2017-02-01T00:00:00Z",747213566,747213459,"GhostOfNoMeme","2016-11-01T02:45:42Z","/* Quotation */","","",""
32796399,"Fair dealing in United Kingdom law","2017-01-01T00:00:00Z",747213566,747213459,"GhostOfNoMeme","2016-11-01T02:45:42Z","/* Quotation */","","",""
32796399,"Fair dealing in United Kingdom law","2016-12-01T00:00:00Z",747213566,747213459,"GhostOfNoMeme","2016-11-01T02:45:42Z","/* Quotation */","","",""
32796399,"Fair dealing in United Kingdom law","2016-11-01T00:00:00Z",745121472,742232359,"Nick Cooper","2016-10-19T10:49:53Z","/* Parody, caricature and pastiche */","","GA","[('class=GA}', '', 'GA', '')]"
32796399,"Fair dealing in United Kingdom law","2016-10-01T00:00:00Z",735054655,694132357,"Nbradshaw","2016-08-18T10:03:39Z","/* Parody, caricature and pastiche */","","GA","[('class=GA}', '', 'GA', '')]"
32796399,"Fair dealing in United Kingdom law","2016-09-01T00:00:00Z",735054655,694132357,"Nbradshaw","2016-08-18T10:03:39Z","/* Parody, caricature and pastiche */","","",""
32796399,"Fair dealing in United Kingdom law","2016-08-01T00:00:00Z",694132357,674501260,"Graham11","2015-12-07T08:27:33Z","","","GA","[('class=GA}', '', 'GA', '')]"
32796399,"Fair dealing in United Kingdom law","2016-07-01T00:00:00Z",694132357,674501260,"Graham11","2015-12-07T08:27:33Z","","","",""
32796399,"Fair dealing in United Kingdom law","2016-06-01T00:00:00Z",694132357,674501260,"Graham11","2015-12-07T08:27:33Z","","","",""
32796399,"Fair dealing in United Kingdom law","2016-05-01T00:00:00Z",694132357,674501260,"Graham11","2015-12-07T08:27:33Z","","","",""
32796399,"Fair dealing in United Kingdom law","2016-04-01T00:00:00Z",694132357,674501260,"Graham11","2015-12-07T08:27:33Z","","","",""
32796399,"Fair dealing in United Kingdom law","2016-03-01T00:00:00Z",694132357,674501260,"Graham11","2015-12-07T08:27:33Z","","","",""
32796399,"Fair dealing in United Kingdom law","2016-02-01T00:00:00Z",694132357,674501260,"Graham11","2015-12-07T08:27:33Z","","","",""
32796399,"Fair dealing in United Kingdom law","2016-01-01T00:00:00Z",694132357,674501260,"Graham11","2015-12-07T08:27:33Z","","","",""
32796399,"Fair dealing in United Kingdom law","2015-12-01T00:00:00Z",674501260,674501147,"81.156.189.62","2015-08-04T10:11:59Z","/* Parody, caricature and pastiche */","","GA","[('class=GA}', '', 'GA', '')]"
32796399,"Fair dealing in United Kingdom law","2015-11-01T00:00:00Z",674501260,674501147,"81.156.189.62","2015-08-04T10:11:59Z","/* Parody, caricature and pastiche */","","",""
32796399,"Fair dealing in United Kingdom law","2015-10-01T00:00:00Z",674501260,674501147,"81.156.189.62","2015-08-04T10:11:59Z","/* Parody, caricature and pastiche */","","",""
32796399,"Fair dealing in United Kingdom law","2015-09-01T00:00:00Z",674501260,674501147,"81.156.189.62","2015-08-04T10:11:59Z","/* Parody, caricature and pastiche */","","",""
32796399,"Fair dealing in United Kingdom law","2015-08-01T00:00:00Z",657186137,657185504,"HLHJ","2015-04-19T14:16:30Z","/* See Also */ added another relevant link","","GA","[('class=GA}', '', 'GA', '')]"
32796399,"Fair dealing in United Kingdom law","2015-07-01T00:00:00Z",657186137,657185504,"HLHJ","2015-04-19T14:16:30Z","/* See Also */ added another relevant link","","",""
32796399,"Fair dealing in United Kingdom law","2015-06-01T00:00:00Z",657186137,657185504,"HLHJ","2015-04-19T14:16:30Z","/* See Also */ added another relevant link","","",""
32796399,"Fair dealing in United Kingdom law","2015-05-01T00:00:00Z",657186137,657185504,"HLHJ","2015-04-19T14:16:30Z","/* See Also */ added another relevant link","","",""
32796399,"Fair dealing in United Kingdom law","2015-04-01T00:00:00Z",628260736,628260692,"Ironholds","2014-10-04T22:03:45Z","/* Parody, caricature and pastiche */ almost fixed","","GA","[('class=GA}', '', 'GA', '')]"
32796399,"Fair dealing in United Kingdom law","2015-03-01T00:00:00Z",628260736,628260692,"Ironholds","2014-10-04T22:03:45Z","/* Parody, caricature and pastiche */ almost fixed","","",""
32796399,"Fair dealing in United Kingdom law","2015-02-01T00:00:00Z",628260736,628260692,"Ironholds","2014-10-04T22:03:45Z","/* Parody, caricature and pastiche */ almost fixed","","",""
32796399,"Fair dealing in United Kingdom law","2015-01-01T00:00:00Z",628260736,628260692,"Ironholds","2014-10-04T22:03:45Z","/* Parody, caricature and pastiche */ almost fixed","","",""
32796399,"Fair dealing in United Kingdom law","2014-12-01T00:00:00Z",628260736,628260692,"Ironholds","2014-10-04T22:03:45Z","/* Parody, caricature and pastiche */ almost fixed","","",""
32796399,"Fair dealing in United Kingdom law","2014-11-01T00:00:00Z",628260736,628260692,"Ironholds","2014-10-04T22:03:45Z","/* Parody, caricature and pastiche */ almost fixed","","",""
32796399,"Fair dealing in United Kingdom law","2014-10-01T00:00:00Z",588341407,553945001,"81.155.214.133","2013-12-30T08:38:46Z","","","GA","[('class=GA}', '', 'GA', '')]"
32796399,"Fair dealing in United Kingdom law","2014-09-01T00:00:00Z",588341407,553945001,"81.155.214.133","2013-12-30T08:38:46Z","","","",""
32796399,"Fair dealing in United Kingdom law","2014-08-01T00:00:00Z",588341407,553945001,"81.155.214.133","2013-12-30T08:38:46Z","","","",""
32796399,"Fair dealing in United Kingdom law","2014-07-01T00:00:00Z",588341407,553945001,"81.155.214.133","2013-12-30T08:38:46Z","","","",""
32796399,"Fair dealing in United Kingdom law","2014-06-01T00:00:00Z",588341407,553945001,"81.155.214.133","2013-12-30T08:38:46Z","","","",""
32796399,"Fair dealing in United Kingdom law","2014-05-01T00:00:00Z",588341407,553945001,"81.155.214.133","2013-12-30T08:38:46Z","","","",""
32796399,"Fair dealing in United Kingdom law","2014-04-01T00:00:00Z",588341407,553945001,"81.155.214.133","2013-12-30T08:38:46Z","","","",""
32796399,"Fair dealing in United Kingdom law","2014-03-01T00:00:00Z",588341407,553945001,"81.155.214.133","2013-12-30T08:38:46Z","","","",""
32796399,"Fair dealing in United Kingdom law","2014-02-01T00:00:00Z",588341407,553945001,"81.155.214.133","2013-12-30T08:38:46Z","","","",""
32796399,"Fair dealing in United Kingdom law","2014-01-01T00:00:00Z",588341407,553945001,"81.155.214.133","2013-12-30T08:38:46Z","","","",""
32796399,"Fair dealing in United Kingdom law","2013-12-01T00:00:00Z",553945001,540149606,"William Avery","2013-05-07T12:42:32Z","Typo","","GA","[('class=GA}', '', 'GA', '')]"
32796399,"Fair dealing in United Kingdom law","2013-11-01T00:00:00Z",553945001,540149606,"William Avery","2013-05-07T12:42:32Z","Typo","","",""
32796399,"Fair dealing in United Kingdom law","2013-10-01T00:00:00Z",553945001,540149606,"William Avery","2013-05-07T12:42:32Z","Typo","","",""
32796399,"Fair dealing in United Kingdom law","2013-09-01T00:00:00Z",553945001,540149606,"William Avery","2013-05-07T12:42:32Z","Typo","","",""
32796399,"Fair dealing in United Kingdom law","2013-08-01T00:00:00Z",553945001,540149606,"William Avery","2013-05-07T12:42:32Z","Typo","","",""
32796399,"Fair dealing in United Kingdom law","2013-07-01T00:00:00Z",553945001,540149606,"William Avery","2013-05-07T12:42:32Z","Typo","","",""
32796399,"Fair dealing in United Kingdom law","2013-06-01T00:00:00Z",553945001,540149606,"William Avery","2013-05-07T12:42:32Z","Typo","","",""
32796399,"Fair dealing in United Kingdom law","2013-05-01T00:00:00Z",540149606,482660051,"No Swan So Fine","2013-02-24T22:43:49Z","","","GA","[('class=GA}', '', 'GA', '')]"
32796399,"Fair dealing in United Kingdom law","2013-04-01T00:00:00Z",540149606,482660051,"No Swan So Fine","2013-02-24T22:43:49Z","","","",""
32796399,"Fair dealing in United Kingdom law","2013-03-01T00:00:00Z",540149606,482660051,"No Swan So Fine","2013-02-24T22:43:49Z","","","",""
32796399,"Fair dealing in United Kingdom law","2013-02-01T00:00:00Z",482660051,466297926,"Helpful Pixie Bot","2012-03-19T03:32:20Z","ISBNs (Build J/)","","GA","[('class=GA}', '', 'GA', '')]"
32796399,"Fair dealing in United Kingdom law","2013-01-01T00:00:00Z",482660051,466297926,"Helpful Pixie Bot","2012-03-19T03:32:20Z","ISBNs (Build J/)","","",""
32796399,"Fair dealing in United Kingdom law","2012-12-01T00:00:00Z",482660051,466297926,"Helpful Pixie Bot","2012-03-19T03:32:20Z","ISBNs (Build J/)","","",""
32796399,"Fair dealing in United Kingdom law","2012-11-01T00:00:00Z",482660051,466297926,"Helpful Pixie Bot","2012-03-19T03:32:20Z","ISBNs (Build J/)","","",""
32796399,"Fair dealing in United Kingdom law","2012-10-01T00:00:00Z",482660051,466297926,"Helpful Pixie Bot","2012-03-19T03:32:20Z","ISBNs (Build J/)","","",""
32796399,"Fair dealing in United Kingdom law","2012-09-01T00:00:00Z",482660051,466297926,"Helpful Pixie Bot","2012-03-19T03:32:20Z","ISBNs (Build J/)","","",""
32796399,"Fair dealing in United Kingdom law","2012-08-01T00:00:00Z",482660051,466297926,"Helpful Pixie Bot","2012-03-19T03:32:20Z","ISBNs (Build J/)","","",""
32796399,"Fair dealing in United Kingdom law","2012-07-01T00:00:00Z",482660051,466297926,"Helpful Pixie Bot","2012-03-19T03:32:20Z","ISBNs (Build J/)","","",""
32796399,"Fair dealing in United Kingdom law","2012-06-01T00:00:00Z",482660051,466297926,"Helpful Pixie Bot","2012-03-19T03:32:20Z","ISBNs (Build J/)","","",""
32796399,"Fair dealing in United Kingdom law","2012-05-01T00:00:00Z",482660051,466297926,"Helpful Pixie Bot","2012-03-19T03:32:20Z","ISBNs (Build J/)","","",""
32796399,"Fair dealing in United Kingdom law","2012-04-01T00:00:00Z",482660051,466297926,"Helpful Pixie Bot","2012-03-19T03:32:20Z","ISBNs (Build J/)","","",""
32796399,"Fair dealing in United Kingdom law","2012-03-01T00:00:00Z",466297926,454218834,"Yobot","2011-12-17T08:34:54Z","[[WP:CHECKWIKI]] error 61  fixes + [[WP:GENFIXES|general fixes]] using [[Project:AWB|AWB]] (7879)","","GA","[('class=GA}', '', 'GA', '')]"
32796399,"Fair dealing in United Kingdom law","2012-02-01T00:00:00Z",466297926,454218834,"Yobot","2011-12-17T08:34:54Z","[[WP:CHECKWIKI]] error 61  fixes + [[WP:GENFIXES|general fixes]] using [[Project:AWB|AWB]] (7879)","","",""
32796399,"Fair dealing in United Kingdom law","2012-01-01T00:00:00Z",466297926,454218834,"Yobot","2011-12-17T08:34:54Z","[[WP:CHECKWIKI]] error 61  fixes + [[WP:GENFIXES|general fixes]] using [[Project:AWB|AWB]] (7879)","","",""
32796399,"Fair dealing in United Kingdom law","2011-12-01T00:00:00Z",454218834,454218729,"Bencherlite","2011-10-06T11:44:37Z","/* External links */ remove, will explain on talk","","GA","[('class=GA}', '', 'GA', '')]"
32796399,"Fair dealing in United Kingdom law","2011-11-01T00:00:00Z",454218834,454218729,"Bencherlite","2011-10-06T11:44:37Z","/* External links */ remove, will explain on talk","","",""
32796399,"Fair dealing in United Kingdom law","2011-10-01T00:00:00Z",446843060,446841884,"George Ponderevo","2011-08-26T16:30:32Z","ce","","GA","[('class=GA}', '', 'GA', '')]"
32796399,"Fair dealing in United Kingdom law","2011-09-01T00:00:00Z",446843060,446841884,"George Ponderevo","2011-08-26T16:30:32Z","ce","","",""
