,title,timestamp,access,category,pageid,raw_category,revision.anon,revision.comment,revision.commenthidden,revision.parentid,revision.revid,revision.user,Section count,Subsection count,Complete URL link count,Complete URL link count per section,Complete URL link count per length,Relative URL link count,Relative URL link count per section,Relative URL link count per length,Same page link count,Same page link count per section,Same page link count per length,Mean section size,Mean subsection size,Largest section size,Shortest section size,Standard deviation of the section size,Images count,Images per length,Images per section,Images per subsection,Phrase count,Large phrase count,Paragraph count,Large paragraph count,Largest phrase size,Large phrase rate,Short phrase rate,Char Count,Word Count,Articles count,Auxiliary verbs count,Coordination conjunctions count,Correlative conjunctions count,Indefinite pronouns count,Interrogative pronouns count,Prepositions count,Pronouns count,Relative pronoums count,Subordinating conjunctions count,To be verbs count,Sentences starting with articles,Sentences starting with auxiliary verbs,Sentences starting with coordination conjunctions,Sentences starting with correlative conjunctions,Sentences starting with indefinite pronouns,Sentences starting with interrogative pronouns,Sentences starting with prepositions,Sentences starting with pronouns,Sentences starting with relative pronoums,Sentences starting with subordinating conjunctions,Sentences starting with to be verbs,ARI readability feature,Coleman-Liau readability feature,Flesch Reading Ease Readability Feature,Flesch Kincaid Readability Feature,Gunning Fog Index readability feature,Lasbarhetsindex readability feature,SMOG Grading readability feature
40,"1,3-Butadiene",2007-03-04T15:59:11Z,2007-04-01T00:00:00Z,a,,"[('class=A|', 'A', '', '')]",,,,111716741,112579198,83.249.111.74,8,1,1,0.125,0.00013257324671881208,117,14.625,0.015511069866101018,20,2.5,0.002651464934376243,752.125,1154.0,2213,19,749.9355091320473,3,0.00039771974015643646,0.375,0.375,87,52,157,2,214,0.3678160919540229,0.5862068965517241,7543,1209,70,20,41,1,12,5,151,20,10,25,15,6,0,1,0,2,2,5,4,2,7,0,8.980881321126036,11.300033085194375,31.22727047146404,12.356040614928277,13.234385784775107,33.08596446193776,37.77067730142742
41,"1,3-Butadiene",2007-02-24T19:49:21Z,2007-03-01T00:00:00Z,a,,"[('class=A|', 'A', '', '')]",,/* From ethanol */,,108501822,110645036,137.122.50.177,8,1,1,0.125,0.00013113034356150013,117,14.625,0.015342250196695516,20,2.5,0.0026226068712300018,762.5,1237.0,2296,19,773.245109910176,3,0.0003933910306845004,0.375,0.375,88,53,157,2,205,0.3636363636363637,0.5795454545454546,7626,1221,70,20,42,1,12,5,153,20,10,25,16,6,0,1,0,2,2,6,4,2,7,0,8.994207616707618,11.326764946764946,30.965634213759213,12.387179565929568,13.2486076986077,33.12151924651925,37.942810419312295
42,"1,3-Butadiene",2007-01-21T03:20:26Z,2007-02-01T00:00:00Z,a,,"[('class=A|', 'A', '', '')]",,rv cut-and-paste copyvio,,102137219,102138921,Isopropyl,8,1,1,0.125,0.00013257324671881208,117,14.625,0.015511069866101018,20,2.5,0.002651464934376243,752.125,1154.0,2213,19,749.9355091320473,3,0.00039771974015643646,0.375,0.375,87,52,157,2,214,0.3678160919540229,0.5862068965517241,7543,1209,70,20,41,1,12,5,151,20,10,25,15,6,0,1,0,2,2,5,4,2,7,0,8.980881321126036,11.300033085194375,31.22727047146404,12.356040614928277,13.234385784775107,33.08596446193776,37.77067730142742
111,1300-1400 in fashion,2008-12-11T09:47:22Z,2009-01-01T00:00:00Z,a,,"[('class=A}', '', 'A', ''), ('class=a|', 'a', '', ''), ('class=""wikitable""\n', '', '', '""wikitable""'), ('class=""wikitable""\n', '', '', '""wikitable""')]",,/* External links */,,257247457,257247495,L clausewitz,10,9,15,1.5,0.000640970857191693,129,12.9,0.00551234937184856,64,6.4,0.002734808990684557,2242.2,1869.888888888889,7839,13,2803.1990376076483,13,0.0005555080762328006,1.3,1.3,215,166,274,15,343,0.3488372093023256,0.5488372093023256,23402,3900,355,48,228,5,43,8,473,117,34,42,105,18,0,3,0,1,1,11,19,1,3,0,10.10439051878354,10.55415641025641,51.84860286225404,10.533854502087065,10.978890876565297,27.44722719141324,65.44997998398398
112,1300-1400 in fashion,2008-11-28T09:00:09Z,2008-12-01T00:00:00Z,a,,"[('class=A}', '', 'A', ''), ('class=a|', 'a', '', ''), ('class=""wikitable""\n', '', '', '""wikitable""'), ('class=""wikitable""\n', '', '', '""wikitable""')]",,/* Northern and western Europe */,,254575118,254575158,Jeanne boleyn,10,9,14,1.4,0.0006043078516855872,129,12.9,0.005568265204817197,63,6.3,0.0027193853325851425,2218.7,1862.555555555556,7839,13,2807.373705480306,13,0.0005611430051366168,1.3,1.3,215,166,273,15,343,0.3395348837209302,0.5581395348837209,23167,3865,352,47,226,5,43,8,469,116,34,42,104,18,0,3,0,1,1,11,19,1,3,0,9.992359156412649,10.501208279430788,52.2436111194681,10.438317037215324,10.864695087096486,27.161737717741214,65.16912416947821
113,1300-1400 in fashion,2008-10-03T13:56:39Z,2008-11-01T00:00:00Z,a,,"[('class=A}', '', 'A', ''), ('class=a|', 'a', '', ''), ('class=""wikitable""\n', '', '', '""wikitable""'), ('class=""wikitable""\n', '', '', '""wikitable""')]",,/* Fabrics and furs */ changed Queen Abigail(?) to the correct Mary de Bohun,,242515286,242745989,Jeanne boleyn,10,9,14,1.4,0.0006054315862307559,129,12.9,0.005578619615983394,63,6.3,0.0027244421380384016,2214.4,1857.7777777777771,7839,13,2802.019716006454,13,0.0005621864729285588,1.3,1.3,215,166,273,15,333,0.3348837209302325,0.5581395348837209,23124,3857,352,47,226,5,43,8,467,116,34,42,104,18,0,3,0,1,1,11,19,1,3,0,9.978745922544931,10.50401607466943,52.21791992812828,10.432656613466305,10.857431791186066,27.143579477965158,65.10475022089696
114,1300-1400 in fashion,2008-09-26T14:42:15Z,2008-10-01T00:00:00Z,a,,"[('class=A}', '', 'A', ''), ('class=a|', 'a', '', ''), ('class=""wikitable""\n', '', '', '""wikitable""'), ('class=""wikitable""\n', '', '', '""wikitable""')]",,Reverted edits by [[Special:Contributions/216.81.108.10|216.81.108.10]] ([[User talk:216.81.108.10|talk]]) to last version by PKM,,241130323,241134020,Johnbod,10,9,14,1.4,0.0006054315862307559,129,12.9,0.005578619615983394,63,6.3,0.0027244421380384016,2214.4,1857.7777777777771,7839,13,2802.019716006454,13,0.0005621864729285588,1.3,1.3,215,166,273,15,333,0.3348837209302325,0.5581395348837209,23124,3856,352,47,226,5,43,8,467,116,34,42,104,18,0,3,0,1,1,11,19,1,3,0,9.983458457975487,10.512359958506224,52.20920505645086,10.432716684357814,10.85652610247998,27.141315256199945,65.0966987850401
115,1300-1400 in fashion,2008-06-27T13:31:55Z,2008-09-01T00:00:00Z,a,,"[('class=A}', '', 'A', ''), ('class=a|', 'a', '', ''), ('class=""wikitable""\n', '', '', '""wikitable""'), ('class=""wikitable""\n', '', '', '""wikitable""')]",,Reverted edits by [[Special:Contributions/78.23.97.149|78.23.97.149]] to last version by PKM (using [[WP:HG|Huggle]]),,222076685,222078909,Metagraph,10,9,14,1.4,0.0006070592316364582,128,12.8,0.0055502558321047606,62,6.2,0.002688405168675744,2208.2,1850.888888888889,7839,13,2794.3984365552137,13,0.0005636978579481398,1.3,1.3,215,166,273,15,343,0.3348837209302325,0.5627906976744186,23062,3846,351,47,226,5,43,8,466,116,34,42,104,18,0,3,0,1,1,11,19,1,3,0,9.957306171316617,10.504461778471141,52.29764709937237,10.408826010714849,10.837096107100098,27.092740267750244,65.01612693485461
116,1300-1400 in fashion,2008-06-27T13:31:55Z,2008-08-01T00:00:00Z,a,,"[('class=A}', '', 'A', ''), ('class=a|', 'a', '', ''), ('class=""wikitable""\n', '', '', '""wikitable""'), ('class=""wikitable""\n', '', '', '""wikitable""')]",,Reverted edits by [[Special:Contributions/78.23.97.149|78.23.97.149]] to last version by PKM (using [[WP:HG|Huggle]]),,222076685,222078909,Metagraph,10,9,14,1.4,0.0006070592316364582,128,12.8,0.0055502558321047606,62,6.2,0.002688405168675744,2208.2,1850.888888888889,7839,13,2794.3984365552137,13,0.0005636978579481398,1.3,1.3,215,166,273,15,343,0.3348837209302325,0.5627906976744186,23062,3846,351,47,226,5,43,8,466,116,34,42,104,18,0,3,0,1,1,11,19,1,3,0,9.957306171316617,10.504461778471141,52.29764709937237,10.408826010714849,10.837096107100098,27.092740267750244,65.01612693485461
117,1300-1400 in fashion,2008-06-27T13:31:55Z,2008-07-01T00:00:00Z,a,,"[('class=A}', '', 'A', ''), ('class=a|', 'a', '', ''), ('class=""wikitable""\n', '', '', '""wikitable""'), ('class=""wikitable""\n', '', '', '""wikitable""')]",,Reverted edits by [[Special:Contributions/78.23.97.149|78.23.97.149]] to last version by PKM (using [[WP:HG|Huggle]]),,222076685,222078909,Metagraph,10,9,14,1.4,0.0006070592316364582,128,12.8,0.0055502558321047606,62,6.2,0.002688405168675744,2208.2,1850.888888888889,7839,13,2794.3984365552137,13,0.0005636978579481398,1.3,1.3,215,166,273,15,343,0.3348837209302325,0.5627906976744186,23062,3846,351,47,226,5,43,8,466,116,34,42,104,18,0,3,0,1,1,11,19,1,3,0,9.957306171316617,10.504461778471141,52.29764709937237,10.408826010714849,10.837096107100098,27.092740267750244,65.01612693485461
118,1300-1400 in fashion,2008-05-10T00:50:51Z,2008-06-01T00:00:00Z,a,,"[('class=A}', '', 'A', ''), ('class=a|', 'a', '', ''), ('class=""wikitable""\n', '', '', '""wikitable""'), ('class=""wikitable""\n', '', '', '""wikitable""')]",,/* General trends */  fell A little,,207716581,211373952,205.234.170.131,10,9,13,1.3,0.0005670170541283202,128,12.8,0.005582937148340385,62,6.2,0.002704235181227374,2194.7,1849.666666666667,7839,13,2797.1521648514813,13,0.0005670170541283202,1.3,1.3,213,164,272,15,343,0.3380281690140845,0.5633802816901409,22927,3823,348,47,226,5,43,8,465,116,34,42,104,18,0,3,0,1,1,11,19,1,3,0,9.990435270091204,10.513897462725607,52.2571771916704,10.429372626025577,10.872777198547464,27.181942996368647,64.83041322844284
119,1300-1400 in fashion,2008-04-23T22:33:30Z,2008-05-01T00:00:00Z,a,,"[('class=A}', '', 'A', ''), ('class=a|', 'a', '', ''), ('class=""wikitable""\n', '', '', '""wikitable""'), ('class=""wikitable""\n', '', '', '""wikitable""')]",,"/* Shirt, doublet and hose */ corr name",,206256088,207716581,Johnbod,10,9,13,1.3,0.0005670665212649947,128,12.8,0.005583424209378408,62,6.2,0.0027044711014176663,2194.5,1849.666666666667,7839,13,2796.923160665425,13,0.0005670665212649947,1.3,1.3,213,164,272,15,343,0.3380281690140845,0.5633802816901409,22925,3822,347,47,226,5,43,8,465,116,34,42,104,18,0,3,0,1,1,11,19,1,3,0,9.992725805381736,10.519246467817894,52.248399739093934,10.429430576130775,10.871865625990374,27.179664064975928,64.82232606429493
120,1300-1400 in fashion,2008-03-12T22:38:55Z,2008-04-01T00:00:00Z,a,,"[('class=A}', '', 'A', ''), ('class=a|', 'a', '', ''), ('class=""wikitable""\n', '', '', '""wikitable""'), ('class=""wikitable""\n', '', '', '""wikitable""')]",,Reverted edits by [[Special:Contributions/66.222.206.229|66.222.206.229]] ([[User talk:66.222.206.229|talk]]) to last version by Cenarium,,197832998,197833111,Aitias,10,9,13,1.3,0.0005670665212649947,128,12.8,0.005583424209378408,62,6.2,0.0027044711014176663,2194.5,1849.666666666667,7839,13,2796.923160665425,13,0.0005670665212649947,1.3,1.3,213,164,272,15,343,0.3380281690140845,0.5633802816901409,22925,3822,347,47,226,5,43,8,465,116,34,42,104,18,0,3,0,1,1,11,19,1,3,0,9.992725805381736,10.519246467817894,52.2926697547925,10.423255798527428,10.871865625990374,27.179664064975928,64.82232606429493
121,1300-1400 in fashion,2008-02-13T00:25:58Z,2008-03-01T00:00:00Z,a,,"[('class=A}', '', 'A', ''), ('class=a|', 'a', '', ''), ('class=""wikitable""\n', '', '', '""wikitable""'), ('class=""wikitable""\n', '', '', '""wikitable""')]",,Removed profanity and vulgar language,,190775679,191027841,Karenawood1,10,9,13,1.3,0.0005670665212649947,128,12.8,0.005583424209378408,62,6.2,0.0027044711014176663,2194.5,1849.666666666667,7839,13,2796.923160665425,13,0.0005670665212649947,1.3,1.3,213,164,272,15,343,0.3380281690140845,0.5633802816901409,22925,3822,347,47,226,5,43,8,465,116,34,42,104,18,0,3,0,1,1,11,19,1,3,0,9.992725805381736,10.519246467817894,52.2926697547925,10.423255798527428,10.871865625990374,27.179664064975928,64.82232606429493
